GRMZM5G811749	Zm00001ca000001
AC202172.3_FG004	Zm00001ca035957
GRMZM2G373607	Zm00001ca035958
GRMZM2G119766	Zm00001ca035959
GRMZM2G402564	Zm00001ca035960
GRMZM2G136769	Zm00001ca035961
GRMZM5G837538	Zm00001ca035962
GRMZM2G026147	Zm00001ca035963
GRMZM2G327907	Zm00001ca035964
GRMZM2G026767	Zm00001ca035965
GRMZM2G572198	Zm00001ca035966
GRMZM2G427143	Zm00001ca035967
GRMZM2G427164	Zm00001ca035968
GRMZM2G054304	Zm00001ca035969
GRMZM2G103668	Zm00001ca035970
GRMZM2G077530	Zm00001ca035971
GRMZM2G077562	Zm00001ca035972
GRMZM2G377185	Zm00001ca035973
GRMZM2G175134	Zm00001ca035974
GRMZM2G474129	Zm00001ca035975
GRMZM2G474211	Zm00001ca035976
GRMZM5G813670	Zm00001ca035977
AC185593.3_FG003	Zm00001ca035978
GRMZM2G047187	Zm00001ca035979
GRMZM2G052344	Zm00001ca035980
GRMZM2G094077	Zm00001ca035981
GRMZM2G453832	Zm00001ca035982
GRMZM2G154549	Zm00001ca035983
GRMZM2G127067	Zm00001ca035984
GRMZM2G127168	Zm00001ca035985
GRMZM2G143025	Zm00001ca035986
GRMZM2G143075	Zm00001ca035987
GRMZM2G143082	Zm00001ca035988
GRMZM2G113761	Zm00001ca035989
GRMZM5G899428	Zm00001ca035990
GRMZM2G017011	Zm00001ca035991
GRMZM2G424595	Zm00001ca035992
GRMZM2G090100	Zm00001ca035993
GRMZM2G090029	Zm00001ca035994
GRMZM2G143202	Zm00001ca035995
GRMZM2G469371	Zm00001ca035996
GRMZM2G028033	Zm00001ca035997
GRMZM2G177391	Zm00001ca035998
GRMZM2G177400	Zm00001ca035999
GRMZM2G132144	Zm00001ca036000
GRMZM2G046848	Zm00001ca036001
GRMZM2G398825	Zm00001ca036002
GRMZM6G178175	Zm00001ca036003
GRMZM2G117804	Zm00001ca036004
GRMZM2G005480	Zm00001ca036005
GRMZM2G304132	Zm00001ca036006
GRMZM2G464885	Zm00001ca036007
GRMZM2G162537	Zm00001ca036008
GRMZM2G458718	Zm00001ca036009
GRMZM2G158682	Zm00001ca036010
GRMZM2G025458	Zm00001ca036011
GRMZM2G081808	Zm00001ca036012
GRMZM2G373341	Zm00001ca036013
GRMZM2G373329	Zm00001ca036014
GRMZM2G071208	Zm00001ca036015
GRMZM2G071172	Zm00001ca036016
GRMZM2G071157	Zm00001ca036017
GRMZM2G065050	Zm00001ca036018
GRMZM2G053742	Zm00001ca036019
GRMZM2G053720	Zm00001ca036020
GRMZM2G079470	Zm00001ca036021
GRMZM2G079487	Zm00001ca036022
GRMZM2G079568	Zm00001ca036023
GRMZM2G351505	Zm00001ca036024
GRMZM2G037255	Zm00001ca036025
GRMZM2G107741	Zm00001ca036026
GRMZM2G089285	Zm00001ca036027
GRMZM2G089291	Zm00001ca036028
GRMZM2G089121	Zm00001ca036029
GRMZM2G089248	Zm00001ca036030
AC204552.3_FG001	Zm00001ca036031
GRMZM2G114893	Zm00001ca036032
GRMZM2G114906	Zm00001ca036033
GRMZM2G061099	Zm00001ca036034
GRMZM5G813892	Zm00001ca036035
GRMZM2G703677	Zm00001ca036036
GRMZM2G428071	Zm00001ca036037
GRMZM2G013987	Zm00001ca036038
AC212809.2_FG002	Zm00001ca036039
GRMZM5G806839	Zm00001ca036040
GRMZM2G154565	Zm00001ca036041
GRMZM2G154580	Zm00001ca036042
GRMZM2G154487	Zm00001ca036043
GRMZM2G123585	Zm00001ca036044
GRMZM5G881779	Zm00001ca036045
GRMZM2G033478	Zm00001ca036046
GRMZM2G317386	Zm00001ca036047
GRMZM2G143210	Zm00001ca036048
GRMZM2G113098	Zm00001ca036049
AC196048.2_FG001	Zm00001ca036050
AC177900.4_FG001	Zm00001ca036051
GRMZM2G062458	Zm00001ca036052
GRMZM5G846082	Zm00001ca036053
GRMZM2G021621	Zm00001ca036054
GRMZM2G140298	Zm00001ca036055
GRMZM2G021427	Zm00001ca036056
GRMZM2G342246	Zm00001ca036057
GRMZM2G441670	Zm00001ca036058
GRMZM5G893936	Zm00001ca036059
GRMZM2G405622	Zm00001ca036060
GRMZM2G172794	Zm00001ca036061
GRMZM2G038034	Zm00001ca036062
GRMZM2G082916	Zm00001ca036063
AC202989.3_FG007	Zm00001ca036064
GRMZM2G176595	Zm00001ca036065
AC204821.3_FG004	Zm00001ca036066
GRMZM2G414639	Zm00001ca036067
GRMZM2G309248	Zm00001ca036068
GRMZM2G114707	Zm00001ca036069
GRMZM2G114772	Zm00001ca036070
GRMZM2G114667	Zm00001ca036071
GRMZM2G154290	Zm00001ca036072
GRMZM2G097404	Zm00001ca036073
GRMZM2G425719	Zm00001ca036074
GRMZM2G165867	Zm00001ca036075
GRMZM2G094639	Zm00001ca036076
GRMZM2G423886	Zm00001ca036077
GRMZM2G161459	Zm00001ca036078
GRMZM2G460422	Zm00001ca036079
GRMZM2G112154	Zm00001ca036080
GRMZM2G148074	Zm00001ca036081
GRMZM2G365134	Zm00001ca036082
GRMZM2G079031	Zm00001ca036083
GRMZM2G163189	Zm00001ca036084
GRMZM2G392477	Zm00001ca036085
GRMZM2G392524	Zm00001ca036086
GRMZM2G092590	Zm00001ca036087
GRMZM2G058149	Zm00001ca036088
GRMZM2G067257	Zm00001ca036089
GRMZM2G088524	Zm00001ca036090
GRMZM2G022822	Zm00001ca036091
GRMZM2G108180	Zm00001ca036092
GRMZM2G052666	Zm00001ca036093
GRMZM2G178576	Zm00001ca036094
GRMZM2G076468	Zm00001ca036095
GRMZM2G180909	Zm00001ca036096
GRMZM2G481163	Zm00001ca036097
GRMZM2G180916	Zm00001ca036098
GRMZM2G107575	Zm00001ca036099
GRMZM2G098208	Zm00001ca036100
GRMZM2G399484	Zm00001ca036101
GRMZM2G155417	Zm00001ca036102
GRMZM2G155422	Zm00001ca036103
GRMZM2G007939	Zm00001ca036104
GRMZM2G054507	Zm00001ca036105
GRMZM5G818126	Zm00001ca036106
GRMZM5G815736	Zm00001ca036107
GRMZM5G887922	Zm00001ca036108
GRMZM2G703670	Zm00001ca036109
AC211257.3_FG002	Zm00001ca036110
GRMZM2G703671	Zm00001ca036111
GRMZM2G042538	Zm00001ca036112
GRMZM2G050961	Zm00001ca036113
GRMZM2G143858	Zm00001ca036114
GRMZM2G444715	Zm00001ca036115
AC208680.3_FG001	Zm00001ca036116
GRMZM2G127945	Zm00001ca036117
GRMZM2G070943	Zm00001ca036118
GRMZM2G070899	Zm00001ca036119
GRMZM2G349185	Zm00001ca036120
GRMZM2G379550	Zm00001ca036121
GRMZM2G086750	Zm00001ca036122
GRMZM2G086869	Zm00001ca036123
GRMZM2G703688	Zm00001ca036124
GRMZM2G174757	Zm00001ca036125
AC211390.3_FG001	Zm00001ca036126
GRMZM2G049422	Zm00001ca036127
GRMZM2G512258	Zm00001ca036128
AC211577.3_FG002	Zm00001ca036129
GRMZM2G077937	Zm00001ca036130
GRMZM2G034096	Zm00001ca036131
GRMZM2G034383	Zm00001ca036132
GRMZM2G033526	Zm00001ca036133
GRMZM2G125201	Zm00001ca036134
GRMZM2G169080	Zm00001ca036135
GRMZM2G082709	Zm00001ca036136
GRMZM2G174650	Zm00001ca036137
GRMZM2G703691	Zm00001ca036138
GRMZM2G367023	Zm00001ca036139
GRMZM2G001895	Zm00001ca036140
GRMZM2G001930	Zm00001ca036141
GRMZM2G094390	Zm00001ca036142
GRMZM2G563662	Zm00001ca036143
GRMZM2G094168	Zm00001ca036144
GRMZM5G881568	Zm00001ca036145
GRMZM2G034846	Zm00001ca036146
GRMZM2G361855	Zm00001ca036147
GRMZM2G361902	Zm00001ca036148
GRMZM2G361917	Zm00001ca036149
GRMZM2G169931	Zm00001ca036150
GRMZM2G024823	Zm00001ca036151
AC194914.3_FG002	Zm00001ca036152
GRMZM2G155380	Zm00001ca036153
AC186602.4_FG003	Zm00001ca036154
GRMZM2G121128	Zm00001ca036155
GRMZM2G033876	Zm00001ca036156
GRMZM2G072117	Zm00001ca036157
AC209215.4_FG004	Zm00001ca036158
AC209215.4_FG006	Zm00001ca036159
GRMZM2G072371	Zm00001ca036160
GRMZM5G862565	Zm00001ca036161
AC205175.3_FG001	Zm00001ca036162
AC205175.3_FG002	Zm00001ca036163
GRMZM2G160454	Zm00001ca036164
GRMZM2G370529	Zm00001ca036165
GRMZM2G026641	Zm00001ca036166
GRMZM2G703697	Zm00001ca036167
GRMZM2G123140	Zm00001ca036168
GRMZM2G046947	Zm00001ca036169
AC205513.3_FG003	Zm00001ca036170
GRMZM2G003318	Zm00001ca036171
AC208974.3_FG001	Zm00001ca036172
GRMZM2G168987	Zm00001ca036173
GRMZM2G157824	Zm00001ca036174
GRMZM2G456578	Zm00001ca036175
GRMZM2G157878	Zm00001ca036176
GRMZM2G456603	Zm00001ca036177
GRMZM2G456626	Zm00001ca036178
GRMZM2G047781	Zm00001ca036179
GRMZM2G108904	Zm00001ca036180
GRMZM2G068917	Zm00001ca036181
GRMZM2G053079	Zm00001ca036182
GRMZM2G090500	Zm00001ca036183
GRMZM2G437683	Zm00001ca036184
AC205558.3_FG002	Zm00001ca036185
GRMZM2G158976	Zm00001ca036186
GRMZM2G057690	Zm00001ca036187
GRMZM5G895663	Zm00001ca036188
GRMZM2G070271	Zm00001ca036189
GRMZM5G855014	Zm00001ca036190
GRMZM2G147937	Zm00001ca036191
AC205077.3_FG003	Zm00001ca036192
GRMZM2G057466	Zm00001ca036193
GRMZM2G112769	Zm00001ca036194
GRMZM2G089147	Zm00001ca036195
GRMZM5G866843	Zm00001ca036196
GRMZM2G703701	Zm00001ca036197
GRMZM2G344279	Zm00001ca036198
GRMZM2G098331	Zm00001ca036199
AC214051.3_FG003	Zm00001ca036200
GRMZM5G871995	Zm00001ca036201
GRMZM2G436299	Zm00001ca036202
GRMZM2G025303	Zm00001ca036203
GRMZM2G025157	Zm00001ca036204
GRMZM2G160178	Zm00001ca036205
GRMZM2G462080	Zm00001ca036206
GRMZM2G000129	Zm00001ca036207
GRMZM5G868757	Zm00001ca036208
GRMZM5G873519	Zm00001ca036209
GRMZM2G383631	Zm00001ca036210
GRMZM6G685663	Zm00001ca036211
GRMZM2G457147	Zm00001ca036212
GRMZM2G478212	Zm00001ca036213
GRMZM2G132898	Zm00001ca036214
GRMZM2G433624	Zm00001ca036215
GRMZM2G128641	Zm00001ca036216
GRMZM2G041028	Zm00001ca036217
GRMZM2G703704	Zm00001ca036218
GRMZM2G481222	Zm00001ca036219
GRMZM2G383594	Zm00001ca036220
GRMZM2G481311	Zm00001ca036221
GRMZM2G430710	Zm00001ca036222
AC209213.4_FG002	Zm00001ca036223
GRMZM2G086669	Zm00001ca036224
GRMZM2G394403	Zm00001ca036225
GRMZM2G394410	Zm00001ca036226
GRMZM2G538829	Zm00001ca036227
GRMZM5G809663	Zm00001ca036228
GRMZM5G859786	Zm00001ca036229
GRMZM2G513273	Zm00001ca036230
GRMZM2G306079	Zm00001ca036231
GRMZM2G306104	Zm00001ca036232
GRMZM2G174819	Zm00001ca036233
AC205500.3_FG002	Zm00001ca036234
GRMZM2G012434	Zm00001ca036235
GRMZM2G012306	Zm00001ca036236
GRMZM2G011518	Zm00001ca036237
GRMZM2G166979	Zm00001ca036238
AC200228.4_FG001	Zm00001ca036239
GRMZM2G443111	Zm00001ca036240
GRMZM2G144155	Zm00001ca036241
GRMZM2G380777	Zm00001ca036242
GRMZM2G469795	Zm00001ca036243
GRMZM2G169812	Zm00001ca036244
GRMZM2G143625	Zm00001ca036245
GRMZM2G321940	Zm00001ca036246
GRMZM2G020620	Zm00001ca036247
GRMZM5G838147	Zm00001ca036248
GRMZM5G841855	Zm00001ca036249
GRMZM2G304897	Zm00001ca036250
GRMZM2G045550	Zm00001ca036251
GRMZM2G179528	Zm00001ca036252
GRMZM2G159992	Zm00001ca036253
GRMZM2G058630	Zm00001ca036254
AC198995.3_FG003	Zm00001ca036255
GRMZM2G421934	Zm00001ca036256
GRMZM2G377373	Zm00001ca036257
GRMZM2G420630	Zm00001ca036258
GRMZM2G036567	Zm00001ca036259
AC186283.4_FG002	Zm00001ca036260
GRMZM2G079774	Zm00001ca036261
GRMZM2G171110	Zm00001ca036262
GRMZM5G850848	Zm00001ca036263
GRMZM2G041613	Zm00001ca036264
GRMZM2G703706	Zm00001ca036265
GRMZM2G131476	Zm00001ca036266
GRMZM2G430518	Zm00001ca036267
GRMZM2G028389	Zm00001ca036268
GRMZM2G149903	Zm00001ca036269
GRMZM2G073026	Zm00001ca036270
GRMZM2G088765	Zm00001ca036271
GRMZM2G333641	Zm00001ca036272
GRMZM2G368632	Zm00001ca036273
GRMZM2G084825	Zm00001ca036274
GRMZM2G154216	Zm00001ca036275
GRMZM2G703714	Zm00001ca036276
GRMZM2G703716	Zm00001ca036277
GRMZM2G703718	Zm00001ca036278
GRMZM2G703720	Zm00001ca036279
GRMZM2G435244	Zm00001ca036280
GRMZM2G343916	Zm00001ca036281
GRMZM2G172081	Zm00001ca036282
GRMZM2G172098	Zm00001ca036283
GRMZM2G474602	Zm00001ca036284
GRMZM2G033930	Zm00001ca036285
GRMZM2G450308	Zm00001ca036286
GRMZM5G892405	Zm00001ca036287
GRMZM2G097454	Zm00001ca036288
GRMZM2G083475	Zm00001ca036289
GRMZM2G034372	Zm00001ca036290
GRMZM2G150327	Zm00001ca036291
GRMZM5G826416	Zm00001ca036292
GRMZM2G101576	Zm00001ca036293
GRMZM5G811593	Zm00001ca036294
GRMZM2G015767	Zm00001ca036295
GRMZM2G141491	Zm00001ca036296
GRMZM2G141526	Zm00001ca036297
GRMZM2G363310	Zm00001ca036298
GRMZM2G062944	Zm00001ca036299
GRMZM2G363319	Zm00001ca036300
GRMZM2G091782	Zm00001ca036301
GRMZM2G048121	Zm00001ca036302
GRMZM2G396202	Zm00001ca036303
GRMZM2G002515	Zm00001ca036304
GRMZM2G548489	Zm00001ca036305
GRMZM2G117940	Zm00001ca036306
GRMZM2G055114	Zm00001ca036307
GRMZM2G090887	Zm00001ca036308
GRMZM2G042361	Zm00001ca036309
GRMZM2G063759	Zm00001ca036310
GRMZM2G433253	Zm00001ca036311
GRMZM2G069098	Zm00001ca036312
GRMZM2G069070	Zm00001ca036313
GRMZM2G368238	Zm00001ca036314
GRMZM2G107851	Zm00001ca036315
GRMZM2G407783	Zm00001ca036316
GRMZM2G110198	Zm00001ca036317
AC177905.2_FG003	Zm00001ca036318
GRMZM2G466993	Zm00001ca036319
GRMZM2G466982	Zm00001ca036320
AC177905.2_FG001	Zm00001ca036321
GRMZM2G300424	Zm00001ca036322
GRMZM2G326643	Zm00001ca036323
GRMZM2G388608	Zm00001ca036324
GRMZM2G037690	Zm00001ca036325
GRMZM2G336678	Zm00001ca036326
GRMZM5G835985	Zm00001ca036327
GRMZM5G870957	Zm00001ca036328
GRMZM5G847979	Zm00001ca036329
AC194856.3_FG002	Zm00001ca036330
AC194856.3_FG007	Zm00001ca036331
GRMZM2G423315	Zm00001ca036332
GRMZM5G856200	Zm00001ca036333
GRMZM2G311378	Zm00001ca036334
GRMZM2G380133	Zm00001ca036335
GRMZM2G038973	Zm00001ca036336
GRMZM2G337242	Zm00001ca036337
GRMZM5G890472	Zm00001ca036338
GRMZM5G855776	Zm00001ca036339
GRMZM2G015143	Zm00001ca036340
AC199932.4_FG002	Zm00001ca036341
GRMZM2G039577	Zm00001ca036342
GRMZM2G446052	Zm00001ca036343
GRMZM2G357317	Zm00001ca036344
GRMZM2G352248	Zm00001ca036345
GRMZM2G032171	Zm00001ca036346
GRMZM2G148536	Zm00001ca036347
GRMZM2G477139	Zm00001ca036348
GRMZM2G003909	Zm00001ca036349
GRMZM2G004041	Zm00001ca036350
GRMZM2G163751	Zm00001ca036351
GRMZM2G129413	Zm00001ca036352
AC203280.3_FG001	Zm00001ca036353
GRMZM2G114356	Zm00001ca036354
GRMZM5G845677	Zm00001ca036355
GRMZM2G067370	Zm00001ca036356
GRMZM2G009421	Zm00001ca036357
GRMZM2G009465	Zm00001ca036358
GRMZM2G109814	Zm00001ca036359
GRMZM2G337766	Zm00001ca036360
GRMZM2G003368	Zm00001ca036361
GRMZM2G454018	Zm00001ca036362
GRMZM2G110574	Zm00001ca036363
GRMZM2G109133	Zm00001ca036364
GRMZM2G368482	Zm00001ca036365
GRMZM5G872149	Zm00001ca036366
GRMZM2G169704	Zm00001ca036367
GRMZM2G134985	Zm00001ca036368
GRMZM2G401848	Zm00001ca036369
GRMZM2G057522	Zm00001ca036370
GRMZM5G835671	Zm00001ca036371
GRMZM2G063024	Zm00001ca036372
AC210517.3_FG003	Zm00001ca036373
AC202185.4_FG004	Zm00001ca036374
GRMZM2G152981	Zm00001ca036375
GRMZM2G152975	Zm00001ca036376
GRMZM2G023119	Zm00001ca036377
AC213981.3_FG001	Zm00001ca036378
GRMZM5G841743	Zm00001ca036379
GRMZM2G022804	Zm00001ca036380
GRMZM2G022634	Zm00001ca036381
GRMZM5G841827	Zm00001ca036382
GRMZM2G009655	Zm00001ca036383
GRMZM2G009624	Zm00001ca036384
GRMZM2G053955	Zm00001ca036385
GRMZM2G385236	Zm00001ca036386
GRMZM2G030850	Zm00001ca036387
GRMZM5G818983	Zm00001ca036388
GRMZM2G433184	Zm00001ca036389
GRMZM2G076327	Zm00001ca036390
AC207225.3_FG001	Zm00001ca036391
AC207225.3_FG003	Zm00001ca036392
GRMZM2G451856	Zm00001ca036393
GRMZM2G359822	Zm00001ca036394
GRMZM2G067929	Zm00001ca036395
GRMZM2G048371	Zm00001ca036396
GRMZM2G433855	Zm00001ca036397
GRMZM2G377889	Zm00001ca036398
GRMZM2G703738	Zm00001ca036399
GRMZM2G029519	Zm00001ca036400
GRMZM5G851394	Zm00001ca036401
AC201798.4_FG005	Zm00001ca036402
GRMZM2G145012	Zm00001ca036403
GRMZM2G172581	Zm00001ca036404
GRMZM2G082189	Zm00001ca036405
AC211467.4_FG002	Zm00001ca036406
GRMZM2G575323	Zm00001ca036407
GRMZM2G046622	Zm00001ca036408
GRMZM2G180408	Zm00001ca036409
GRMZM2G487778	Zm00001ca036410
AC214146.3_FG007	Zm00001ca036411
GRMZM2G113065	Zm00001ca036412
GRMZM2G397391	Zm00001ca036413
GRMZM2G172450	Zm00001ca036414
AC203980.3_FG003	Zm00001ca036415
GRMZM2G421493	Zm00001ca036416
GRMZM2G018929	Zm00001ca036417
GRMZM2G342281	Zm00001ca036418
GRMZM2G159228	Zm00001ca036419
GRMZM2G331539	Zm00001ca036420
GRMZM2G015880	Zm00001ca036421
AC225309.2_FG003	Zm00001ca036422
GRMZM2G087016	Zm00001ca036423
AC203790.3_FG004	Zm00001ca036424
GRMZM5G883813	Zm00001ca036425
GRMZM5G804216	Zm00001ca036426
GRMZM2G126913	Zm00001ca036427
GRMZM2G046658	Zm00001ca036428
GRMZM2G509844	Zm00001ca036429
GRMZM2G345619	Zm00001ca036430
GRMZM2G168479	Zm00001ca036431
GRMZM2G168502	Zm00001ca036432
GRMZM2G349794	Zm00001ca036433
AC201966.3_FG001	Zm00001ca036434
GRMZM2G394607	Zm00001ca036435
GRMZM2G041456	Zm00001ca036436
GRMZM2G070685	Zm00001ca036437
GRMZM2G127382	Zm00001ca036438
AC195402.3_FG001	Zm00001ca036439
GRMZM2G175383	Zm00001ca036440
GRMZM2G475437	Zm00001ca036441
GRMZM2G175351	Zm00001ca036442
GRMZM2G003230	Zm00001ca036443
GRMZM2G178176	Zm00001ca036444
GRMZM2G433095	Zm00001ca036445
GRMZM2G703746	Zm00001ca036446
GRMZM2G413972	Zm00001ca036447
GRMZM5G877110	Zm00001ca036448
GRMZM2G025396	Zm00001ca036449
GRMZM2G460611	Zm00001ca036450
AC200207.2_FG001	Zm00001ca036451
GRMZM2G063824	Zm00001ca036452
GRMZM2G170839	Zm00001ca036453
GRMZM2G019673	Zm00001ca036454
AC191362.3_FG002	Zm00001ca036455
GRMZM2G077250	Zm00001ca036456
GRMZM2G029514	Zm00001ca036457
GRMZM2G505324	Zm00001ca036458
GRMZM2G087097	Zm00001ca036459
GRMZM2G087083	Zm00001ca036460
GRMZM2G174854	Zm00001ca036461
AC193756.3_FG001	Zm00001ca036462
GRMZM2G417382	Zm00001ca036463
GRMZM2G072415	Zm00001ca036464
GRMZM5G891425	Zm00001ca036465
GRMZM2G371462	Zm00001ca036466
GRMZM2G116638	Zm00001ca036467
GRMZM5G895150	Zm00001ca036468
GRMZM2G174517	Zm00001ca036469
GRMZM2G174503	Zm00001ca036470
GRMZM2G041497	Zm00001ca036471
GRMZM2G177461	Zm00001ca036472
GRMZM2G138600	Zm00001ca036473
GRMZM5G876022	Zm00001ca036474
GRMZM2G703749	Zm00001ca036475
GRMZM2G165506	Zm00001ca036476
GRMZM2G093524	Zm00001ca036477
GRMZM2G039870	Zm00001ca036478
GRMZM2G077488	Zm00001ca036479
GRMZM2G379375	Zm00001ca036480
GRMZM2G153594	Zm00001ca036481
GRMZM5G853202	Zm00001ca036482
GRMZM2G099010	Zm00001ca036483
GRMZM2G066683	Zm00001ca036484
GRMZM5G891098	Zm00001ca036485
AC208678.3_FG002	Zm00001ca036486
GRMZM2G080530	Zm00001ca036487
GRMZM2G014872	Zm00001ca036488
GRMZM2G014829	Zm00001ca036489
GRMZM2G167584	Zm00001ca036490
GRMZM2G167649	Zm00001ca036491
GRMZM2G119999	Zm00001ca036492
GRMZM2G061988	Zm00001ca036493
GRMZM2G004679	Zm00001ca036494
GRMZM2G030436	Zm00001ca036495
GRMZM2G703751	Zm00001ca036496
GRMZM2G159587	Zm00001ca036497
GRMZM2G027594	Zm00001ca036498
GRMZM2G162158	Zm00001ca036499
GRMZM2G157127	Zm00001ca036500
GRMZM2G458824	Zm00001ca036501
GRMZM2G130232	Zm00001ca036502
GRMZM2G004572	Zm00001ca036503
GRMZM2G576641	Zm00001ca036504
GRMZM2G449779	Zm00001ca036505
GRMZM2G303909	Zm00001ca036506
GRMZM5G811095	Zm00001ca036507
GRMZM5G828630	Zm00001ca036508
GRMZM2G703755	Zm00001ca036509
GRMZM5G890938	Zm00001ca036510
AC234187.1_FG003	Zm00001ca036511
GRMZM2G053531	Zm00001ca036512
GRMZM2G028114	Zm00001ca036513
GRMZM2G043477	Zm00001ca036514
GRMZM5G852911	Zm00001ca036515
GRMZM2G045668	Zm00001ca036516
GRMZM2G107406	Zm00001ca036517
GRMZM2G455784	Zm00001ca036518
GRMZM2G093020	Zm00001ca036519
GRMZM2G152526	Zm00001ca036520
GRMZM2G100381	Zm00001ca036521
GRMZM2G013650	Zm00001ca036522
GRMZM2G452150	Zm00001ca036523
GRMZM5G817651	Zm00001ca036524
GRMZM5G881798	Zm00001ca036525
GRMZM2G173404	Zm00001ca036526
GRMZM2G139391	Zm00001ca036527
GRMZM2G125052	Zm00001ca036528
GRMZM2G077757	Zm00001ca036529
GRMZM2G043503	Zm00001ca036530
GRMZM2G118743	Zm00001ca036531
GRMZM2G039214	Zm00001ca036532
AC190763.3_FG002	Zm00001ca036533
GRMZM2G420694	Zm00001ca036534
GRMZM2G156608	Zm00001ca036535
GRMZM2G017008	Zm00001ca036536
AC208453.3_FG003	Zm00001ca036537
GRMZM2G463630	Zm00001ca036538
AC205417.3_FG003	Zm00001ca036539
GRMZM2G420723	Zm00001ca036540
GRMZM2G126656	Zm00001ca036541
GRMZM2G077708	Zm00001ca036542
GRMZM2G158911	Zm00001ca036543
GRMZM2G159009	Zm00001ca036544
GRMZM2G147724	Zm00001ca036545
GRMZM2G065205	Zm00001ca036546
GRMZM2G479885	Zm00001ca036547
GRMZM2G006704	Zm00001ca036548
GRMZM5G841594	Zm00001ca036549
GRMZM2G044354	Zm00001ca036550
GRMZM5G878257	Zm00001ca036551
GRMZM2G174263	Zm00001ca036552
GRMZM2G057820	Zm00001ca036553
GRMZM2G432850	Zm00001ca036554
GRMZM2G110572	Zm00001ca036555
GRMZM2G361783	Zm00001ca036556
GRMZM2G099909	Zm00001ca036557
AC194905.2_FG001	Zm00001ca036558
AC194905.2_FG003	Zm00001ca036559
GRMZM5G819500	Zm00001ca036560
GRMZM2G135045	Zm00001ca036561
AC203262.3_FG002	Zm00001ca036562
GRMZM2G382557	Zm00001ca036563
GRMZM2G703769	Zm00001ca036564
GRMZM5G872172	Zm00001ca036565
GRMZM2G143046	Zm00001ca036566
GRMZM2G058382	Zm00001ca036567
GRMZM2G401075	Zm00001ca036568
AC210254.4_FG001	Zm00001ca036569
AC200138.3_FG003	Zm00001ca036570
GRMZM2G048883	Zm00001ca036571
GRMZM2G348993	Zm00001ca036572
GRMZM2G093449	Zm00001ca036573
GRMZM2G166159	Zm00001ca036574
GRMZM2G166166	Zm00001ca036575
GRMZM2G424181	Zm00001ca036576
GRMZM2G081977	Zm00001ca036577
GRMZM2G051114	Zm00001ca036578
GRMZM2G030408	Zm00001ca036579
GRMZM5G892709	Zm00001ca036580
GRMZM2G322024	Zm00001ca036581
GRMZM2G376927	Zm00001ca036582
GRMZM2G075456	Zm00001ca036583
GRMZM2G448957	Zm00001ca036584
GRMZM2G007146	Zm00001ca036585
GRMZM2G130332	Zm00001ca036586
AC186284.3_FG007	Zm00001ca036587
GRMZM2G130149	Zm00001ca036588
GRMZM2G306616	Zm00001ca036589
GRMZM2G171713	Zm00001ca036590
GRMZM2G119249	Zm00001ca036591
GRMZM2G019280	Zm00001ca036592
GRMZM2G176713	Zm00001ca036593
GRMZM2G376727	Zm00001ca036594
GRMZM2G077851	Zm00001ca036595
GRMZM2G456357	Zm00001ca036596
GRMZM5G885287	Zm00001ca036597
GRMZM6G924006	Zm00001ca036598
GRMZM2G138419	Zm00001ca036599
GRMZM5G847387	Zm00001ca036600
GRMZM2G119252	Zm00001ca036601
GRMZM2G132077	Zm00001ca036602
GRMZM2G088007	Zm00001ca036603
GRMZM5G837740	Zm00001ca036604
GRMZM5G868324	Zm00001ca036605
GRMZM2G104070	Zm00001ca036606
GRMZM5G848520	Zm00001ca036607
GRMZM2G116386	Zm00001ca036608
GRMZM2G703772	Zm00001ca036609
GRMZM2G321750	Zm00001ca036610
GRMZM2G321795	Zm00001ca036611
GRMZM2G422631	Zm00001ca036612
AC212576.4_FG001	Zm00001ca036613
GRMZM2G166234	Zm00001ca036614
GRMZM2G703776	Zm00001ca036615
GRMZM2G300600	Zm00001ca036616
GRMZM2G126096	Zm00001ca036617
GRMZM2G056039	Zm00001ca036618
GRMZM2G123900	Zm00001ca036619
GRMZM2G324511	Zm00001ca036620
GRMZM2G092652	Zm00001ca036621
GRMZM2G446047	Zm00001ca036622
GRMZM5G816127	Zm00001ca036623
AC217941.2_FG002	Zm00001ca036624
GRMZM2G403620	Zm00001ca036625
GRMZM2G369993	Zm00001ca036626
GRMZM2G065066	Zm00001ca036627
GRMZM2G065298	Zm00001ca036628
AC208308.3_FG003	Zm00001ca036629
AC208308.3_FG004	Zm00001ca036630
GRMZM2G703778	Zm00001ca036631
GRMZM2G061704	Zm00001ca036632
GRMZM2G311233	Zm00001ca036633
GRMZM2G179281	Zm00001ca036634
GRMZM2G179317	Zm00001ca036635
GRMZM2G179325	Zm00001ca036636
GRMZM2G399325	Zm00001ca036637
AC210816.3_FG006	Zm00001ca036638
AC210816.3_FG007	Zm00001ca036639
GRMZM2G017170	Zm00001ca036640
GRMZM2G321747	Zm00001ca036641
GRMZM2G153414	Zm00001ca036642
GRMZM2G153426	Zm00001ca036643
GRMZM2G093736	Zm00001ca036644
GRMZM2G119248	Zm00001ca036645
GRMZM2G005482	Zm00001ca036646
GRMZM2G093038	Zm00001ca036647
GRMZM2G074393	Zm00001ca036648
GRMZM2G315862	Zm00001ca036649
GRMZM2G315848	Zm00001ca036650
GRMZM2G076989	Zm00001ca036651
